URL,Title,Address,Description,Compensation,Employment Type 
https://newyork.craigslist.org/brk/egr/6152702136.html,CAD / Drafter - Millwork,Brooklyn,"
        
High End custom cabinet and millwork company is looking to hire a cad drafter for a full time position to create design concept drawings and technical shop drawings for our workshop.  
Our workshop creating custom cabinetry and custom millwork for high end residential project.

Applicants must have architectural casework and woodworking knowledge order to create sufficient technical plans.  Must be problem solving and creative. Able to multitask if required. Ability to take field surveys if needed.  

Software Expectance in:
- AutoCAD
- Vectorworks
- SketchUp
- Bluebeam Revu
- Adobe Photoshop 

Estimating experience in millwork and high-end residential construction - Must be able to read and fully understand project drawings, blueprints, building plans, construction contracts, specifications, request for proposals.- Complete project take offs - estimates and draft bid proposals. Excellent organization skills.

Our office / workshop is 5min from the last stop of the L train in Brooklyn


    ",$800/week,full-time
https://newyork.craigslist.org/que/egr/6153253623.html,expeditor class 1-2,queens,"
        
class 1 dob filing rep with fdny filing id  needed.   class 2 dob expeditor needed for expediting company. work hrs 830 to 5pm mon to fri . we work all boroughs ,dob,ecb,landmarks and other agencies for architectural services .send resume to amexpeditingservice123@gmail.com    ",based on experience,full-time
https://newyork.craigslist.org/brk/egr/6153443680.html,Steel detailer / autocad drafter / junior architect,,"
        
We are Brooklyn base steel shop fabricator and installer. We do structural steel, metal stairs , guard railings, fence etc. we are looking to hire a drafter who can make shop drawings for fabrication and approval. Also help to estimates.   Need to know autocad. Construction drafting background necessary.  Please send your resume    ",$40K-55K / year base on experince,full-time
https://newyork.craigslist.org/brk/egr/6153858316.html,Virtual Project Controls Manager,Brooklyn,"
        
BLDGWORKS is a growing construction integration, real estate development, and architecture firm. We perform a variety of services using experience in design, management, and technology to make projects happen. We have small private residential clients and large corporate clients for construction integration consulting. We are actively exploring real estate development deals.  We recently received top honorable mention in an international design competition for a footbridge.

VPC Manager:
Virtual Project Controls Manager is a senior position to lead the development of BLDGWORKS VPC focusing on design management and coordination, 4D visualizations, and 5D analytics. This role is an opportunity for an experienced BIM coordinator to develop a program for a large international company and prototype workflows for BLDGWORKS own BIM / VPC projects.  We are looking for a highly motivated person, to become involved in many aspects of a growing firm and lead an exciting project on VPC. This position will work hand and hand with the Founder/Principal to deliver services to VPC clients and develop the BLDGWORKS program. The roles requires high flexibility, ambition, an entrepreneurial attitude, and a dedication to taking personal responsibility for results. Regular travel is expected.  

Qualifications: 
	5-7 years' experience with advanced BIM coordination
	5-7 year experience with construction management project controls and reporting
	Experience with quantity surveying
	Experience with coordinating between or with A/E teams, in addition to coordinating with contractors
	Experience managing schedules and project costs
	Exhibition of leadership skills 
	Ability to think creatively and strategically to develop solutions

Technology Experience and Proficiency:
	Advanced experience and proficiency with REVIT required
	Advanced experience and proficiency with Rhino required
	Advanced experience and proficiency with Grasshopper required 
	Experience with Solid Works and/or CATIA a plus but not required
	Experience with CostX a plus but not required
	Experience with Synchro a plus but not required
	Experience with EPM systems such as ENOVIA a plus but not required

Experience: 
	Bachelor of Architecture Degree; Masters Preferred. or
	Masters of Engineering
	Experience in construction or construction management

Salary and Benefits:
	Salary commensurate to experience. 
	Contribution to healthcare
	Paid Time Off
	BLDGWORKS encourages employees to work towards NCARB licensure, AIA membership, and other certifications such as LEED. Any such licenses and certifications are ideal in a candidate.

This position will give the candidate high responsibility for their experience level and will give them the ability to grow and learn skills in an entrepreneurial environment. 

Position Start Date - July 1st 

Qualified candidates should submit a cover letter, resume and portfolio along with salary requirements
    ",Salary and Benefits: 	Salary commensurate to experience.  	Contribution to healthcare 	Paid Time Off,full-time
https://newyork.craigslist.org/stn/egr/6154001192.html,Freelance Architectural survey and drafting,Staten Island,"
        
Architectural Surveying and Drafting Firm is looking for a highly motivated, detail orientated architectural draftsperson.  The available position is a work from home and on site surveying position -- so you must have Acad. The job at this time is mostly architectural surveying. Bachelor of Architecture degree is required.  Recent graduates welcome to apply.

This is a part-time position that can eventually become a full-time position.

Requirements:

-Proficient in AutoCAD
-Must be organized, detailed orientated and flexible
-Must be authorized to work in USA

To Apply: 
Qualified candidates should submit the following in an email with your name in the subject line:

- A cover letter and resume
- Work samples in PDF format
- salary requirement

*** No emails will be answered without resume and salary requirement ***

Thank you    ",D.O.E.,part-time
https://newyork.craigslist.org/lgi/egr/6155877475.html,Construction Estimator,Mineola,"
        
LI based concrete contractor seeking to fill position for Junior Estimator. Office is walking distance to Mineola LIRR Station.

We are a commercial concrete contractor and perform foundation and superstructure concrete as well as heavy construction related services including earthwork, support of excavation, dewatering, site work and drainage. 

Estimator Construction Job Duties:

Completes material take-off for new construction projects
Prepares work to be bid by gathering information and requirements.
Prepares construction budget by studying plans & specifications
Evaluates offers to purchase by costing changes, additions, and site requirements.
Obtains bids from vendors and subcontractors by specifying materials; identifying qualified subcontractors; negotiating price.

Please provide your resume including all pertinent qualifications, certificates and references to email listed.    ",$30-75k,employee's choice
https://newyork.craigslist.org/mnh/egr/6155941603.html,Registered Architect,Flatiron,"
        
Nelligan White Architects is seeking to hire registered architects.  Successful candidates must have a minimum of 5 years professional experience with a considerable interest in challenging public-sector work.

Ideal applicants will demonstrate the following attributes:

- Must be licensed in New York State
- Highly motivated
- The ability to work independently and as part of a team
- Exemplary verbal and written communication
- Previous work experience with all phases of design and construction administration
- Be a conceptual thinker with strong technical skills (design and drawing)
- The ability to work efficiently in a fast-paced environment

Located in the heart of the Flatiron District, Nelligan White Architects is a 30-person firm with diverse clients and committed coworkers. Our talented staff is dedicated to producing high-caliber work in both the public and private sectors.

Nelligan White offers a competitive salary and excellent benefits package. Interested candidates must email a cover letter, resume, and work samples as one PDF. Please reference CR-06 at top of your cover letter. No phone calls please.
    ",Please forward your salary requirements,full-time
https://newyork.craigslist.org/lgi/egr/6156202211.html,Assistant Estimator,Commack,"
        
We are an established Long Island based contractor.
We supply & install hardwood flooring, resilient flooring, carpet, ceramic tile and stone to the Tri-state area. 
Our primary focus involves new residential and commercial construction, as well as a strong property management division. 
We have an opening for an assistant estimator. 

This is an excellent opportunity for the right person.

Tasks and responsibilities of this position will primarily include but are not limited to:
-	Assist in estimating and project layouts working from blueprints
-	Develop pricing & estimating spreadsheets, building the backbone of a project from the ground up 
-	Read Plans and calculate footage
-	Use Estimating Software
-	Call Suppliers for Pricing
-	
The right person for this position:
-Is highly organized, with ability to multi task
-Likes to work with people in a friendly supportive environment
-Has excellent communication skills - written, verbal and listening
-Has excellent organizational skills
-Is self-motivated
-Is detail oriented
-Is proactive in problem solving
-Is able to learn computer functions
-Is dependable with daily, weekly and monthly tasks

Excellent verbal/written communication skills, strong organization abilities and strong computer proficiency are essential. 

Strong computer skills including proficiency in Excel are essential.

Monday through Friday. The hours are 8:00 a.m. to 5:00 p.m    ","$13 - $16/hour,--commensurate with experience. Benefit package includes health benefits (with an option for dental), & profit sharing benefits.",full-time
https://newyork.craigslist.org/que/egr/6156220883.html,ESTIMATOR,QUEENS,"
        
Estimator needed for Door and Frame company in Maspeth.  Must have experience in reading blueprints, doing take offs, shop drawings and hardware schedules.  Please send resume or call.    ",TBD,full-time
https://newyork.craigslist.org/que/egr/6156302720.html,Civil Engineer/ Construction Estimator/Project Manager Wanted,QUEENS,"
        
Requirements include.....

- Must be able to read and understand construction bid documents including but not limited to the following; specifications, manuals, addendums, and blueprints for private, commercial, state, federal and city-wide agency projects.

- Must be adept at reading and understanding construction contracts, and implementing cost projections based on job duration, labor, materials, and equipment required

- Must have extensive experience with concrete foundation work, concrete flatwork, rebar work, asphalt work, masonry work, carpentry, site/building demolition, and site work (excavation, backfilling, trucking and disposal, protection, erosion control). Experience with precast superstructure and steel superstructure work is a plus but not a requirement to fulfill position
-Must be adept at project scheduling and the actual phasing of work
- Must be familiar with scope of work durations, and manpower as it relates to concrete work, asphalt work, and earthwork

- Must be able to perform both scope verifications and estimates for multiple construction projects both simultaneously and continuously

- Must have advanced computer skills. Individuals experienced in using on screen take-off programs to perform estimates are strongly preferred. Takeoffs by hand are also acceptable. 

-Must possess strong analytical skills.

- Must value competent and effective communications skills. 

- Must be flexible and willing to adapt to an ever changing construction industry.

- Should have the ability to interpret and coordinate all phases of construction.

- Must have a minimum 5 years experience in construction cost estimating.
- Project Management experience is preferred.

- A BS in Civil Engineering is preferred.

- Site and/or labor experienced individuals is preferred.  Familiarity with the RSMeans Construction Cost Estimating Data is a plus if candidate does not have any site or labor experience.

- Having own transportation is a plus, as you will be required at times to attend pre-bid meetings and/or attend on-site visits, in addition to whatever else may be required to deliver a concise, accurate estimate based on these assertions. 
 
- Flexible work hours, opportunities to also work from home whenever applicable
You must understand the ins and outs of the construction industry 100%. You should be a multi-faceted individual highly capable of managing multiple tasks simultaneously in a fast paced environment. Very competitive wages based on experience and overall capabilities. We are looking for intuitive thinkers, individuals who are able to see outside the box and make educated projections to maximize efficiency and accuracy of their work. ""Cookie cutter"", copy and paste approaches to this position will not be sufficient. Great opportunity for growth based on work performance and commitment to overall details.

Please call, fax or email a resume and cover letter explaining your experiences and skills

Thank you.

Genrus Corp.

S. Clarke
Project Coordinator
718.712.2176 (office)
718.554.2151 (fax)
genruscorp@gmail.com

Genrus Corp. is a DBE/MBE construction firm with over 15 years industrial experience, offering comprehensive commercial and residential site development services. Our commitment to quality workmanship, customer satisfaction, and professional integrity is what makes Genrus Corp. the highest standard for premier construction in New York, delivering high quality contracting and construction services citywide.    ","Compensation: Based on years experience, skill set, and overall expertise, also opportunities for strong incentive based bonuses based on contracts executed",full-time
https://newyork.craigslist.org/jsy/egr/6156345667.html,Interior Design Senior Designer,Woodbridge,"
        
Ware Malcomb is hiring a Senior Designer in our Woodbridge, NJ office.  

The Senior Designer is primarily a design focused role supporting Ware Malcomb's Northeast Interior Design region. The Senior Designer functions as a member of the management team, responsible for working with the Project Managers to monitor all design aspects of projects - function, scope of services, schedule, and budget - to deliver the highest quality of work meeting our client's expectations.

The Senior Designer candidate must have:
•10+ years of experience designing corporate office, commercial interior and retail projects. 
•Strong level of experience in space planning and conceptual and design development skills including the ability to create diversified design concepts, finishes and materials selection, and furniture specifications.
•Bachelor's degree in Interior Design or Architecture.  CID, NCIDQ or Registered Architect credentials preferred.
•Excellent client and vendor relationships, clear communication skills, and the ability to manage multiple design projects efficiently.
•Experience with the following design software:  CAD, Adobe Creative Suite, Sketch up and Revit. Knowledge of Grasshopper, Rhino or 3d Max is a plus.  Ability to hand sketch desired.

Ware Malcomb is an international design firm offering integrated services throughout the world. Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a unique company culture, competitive salary and overall benefits package.

**Must be able to legally work in the United States**

Submit resume: 
    ",Based on experience please provide current salary information,full-time
https://newyork.craigslist.org/jsy/egr/6156299654.html,Project Architect,"Woodbridge, NJ","
        
Ware Malcomb is hiring a Project Architect in our Woodbridge New Jersey office!
 
Project Architect candidates must have
•5+ years of experience managing commercial and/or industrial architecture projects
•ability to lead projects from beginning to completion
•experience with budgets and proposals 
•experience working directly with clients
•excellent communication skills
•ability to be a team player and work independently
•good CAD and Revit skills 
•great personality
•Licensed Architect

Ware Malcomb is an international design firm offering integrated services throughout the world. Founded in 1972, Ware Malcomb offers planning, architecture, interior design, branding, civil engineering, and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be able to legally work in the United States**

Submit resume:  
    ",based on experience; provide current or previous salary,full-time
https://newyork.craigslist.org/jsy/egr/6156312280.html,Interior Design Project Manager,"Woodbridge, NJ","
        
Ware Malcomb is hiring an Interior Design Project Manager in our Woodbridge, NJ office!

Project Managers manage the successful completion of multiple Interior Design projects while providing excellent client service and leadership and guidance to project team.

Interior Design Project Manager candidates must have:

-8+ years of experience working with corporate office and commercial interior design
-Must have a BA/BS in interior design or architecture.
-Certified Interior Designer / NCIDQ certified or licensed architect
-Knowledge of CAD and Revit
-Experience working directly with clients from business development, presentation, negotiation and project completion.

Ware Malcomb is an international design firm offering integrated services to clients throughout the world.  Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients. 

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be legally authorized to work in the United States**

Submit resume:     ",Based on experience; provide current or previous salary.,full-time
https://newyork.craigslist.org/jsy/egr/6156354483.html,Interior Architecture Senior Designer,Woodbridge,"
        
Ware Malcomb is hiring a Senior Designer in our Woodbridge, NJ office.  

The Senior Designer is primarily a design focused role supporting Ware Malcomb's Northeast Interior Design region. The Senior Designer functions as a member of the management team, responsible for working with the Project Managers to monitor all design aspects of projects - function, scope of services, schedule, and budget - to deliver the highest quality of work meeting our client's expectations.

The Senior Designer candidate must have:
•10+ years of experience designing corporate office, commercial interior and retail projects. 
•Strong level of experience in space planning and conceptual and design development skills including the ability to create diversified design concepts, finishes and materials selection, and furniture specifications.
•Bachelor's degree in Interior Design or Architecture.  CID, NCIDQ or Registered Architect credentials preferred.
•Excellent client and vendor relationships, clear communication skills, and the ability to manage multiple design projects efficiently.
•Experience with the following design software:  CAD, Adobe Creative Suite, Sketch up and Revit. Knowledge of Grasshopper, Rhino or 3d Max is a plus.  Ability to hand sketch desired.

Ware Malcomb is an international design firm offering integrated services throughout the world. Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a unique company culture, competitive salary and overall benefits package.

**Must be able to legally work in the United States**

Submit resume:     ",Based on experience please provide current salary information,full-time
https://newyork.craigslist.org/jsy/egr/6156357619.html,Architecture Job Captain,Woodbridge,"
        
Ware Malcomb is hiring a talented Job Captain in our Woodbridge NJ office!

Job Captain candidates must have:

-3+ years of experience in managing commercial or industrial architecture projects
-Bachelor's or Master's degree in Architecture preferred.
-Strong technical capabilities with code knowledge
-Excellent communication skills
-Strong working knowledge of Revit
-CAD proficient. 
-Adobe Creative Suite experience.

Ware Malcomb is an award winning international design firm offering integrated services throughout the world. Founded in 1972, Ware Malcomb offers architecture, planning, interior design, civil engineering, branding and sustainable design services to a diverse client base. Ware Malcomb is consistently ranked amongst the largest and most successful architectural firms in the country.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be legally authorized to work in the United States**

Submit resume:     ",Based on experience please provide current or previous salary,full-time
https://newyork.craigslist.org/mnh/egr/6156361382.html,Interior Design Project Manager - Retail,Flatiron,"
        
Ware Malcomb is hiring an Interior Design Project Manager, Retail in our New York City office!

Project Managers manage the successful completion of multiple Interior Design projects while providing excellent client service and leadership and guidance to project team.

Interior Design Project Manager candidates must have:
•8+ years of experience working on corporate office and commercial interior design projects with a specific emphasis on retail projects.
•Must have a BA/BS in interior design or architecture.
•Certified Interior Designer / NCIDQ certified or licensed architect
•Knowledge of CAD and Revit
•Experience working directly with clients from business development, presentation, negotiation and project completion.

Ware Malcomb is an international design firm offering integrated services to clients throughout the world.  Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be legally authorized to work in the United States**

Submit resume:     ",Based on experience; provide current or previous salary.,full-time
https://newyork.craigslist.org/mnh/egr/6156375859.html,Interior Design Job Captain,Flatiron,"
        
Ware Malcomb is hiring an Interior Design Job Captain in our New York City office. 
 
The Interior Design Job Captain assists the Project Manager or Architect in the management of multiple interior architecture projects.

Candidate must have:
-Bachelor's degree in Interior Design or Architecture
-3 years of work experience in commercial interior architecture
-Strong AutoCAD and/or Revit skill set
-Experience using Sketch Up, 3D Rendering and Adobe Creative Suite
-Strong organization, communication and problem solving skills
-Excellent presentation skills
-Basic knowledge of current building code, including ADA requirements

Ware Malcomb is an international design firm offering integrated services to clients throughout the world. Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be legally authorized to work in the United States**

Submit resume:     ","Based on experience, provide current or previous salary.",full-time
https://newyork.craigslist.org/mnh/egr/6156493913.html,Intermediate Architectural Designer,Midtown West,"
        
Interior Design Firm in Manhattan is looking to fill an Architectural Designer/CAD Drafter position. 

Candidate must have a minimum of 3+ years of residential design experience. The ideal candidate must be extremely organized, adept at working on multiple projects at once, and highly self-motivated. They will also be an excellent communicator. 

Qualifications include:
-Degree in Architecture
-Comfortable with all stages of New York DOB filling process; including compiling and filing Construction Sets
-Knowledge of high-rise and wood frame construction
-Experience in producing Construction Documents including detailing and millwork
-Experience working with and speaking with an Expeditor
-Excellent verbal and written communication skills
-Excellent organizational and time management skills
-Extreme proficiency in AutoCAD
-Construction administration experience
-Currently living in the NYC area and eligible to work in the US


Please send a PDF of your resume with a cover letter and work samples, no other types of attachments will be opened or considered.    ",Commensurate with Experience,full-time
https://newyork.craigslist.org/que/egr/6156467583.html,Autocad person wanted for immediate hire!!!,College point,"
        
Zusto Architectural metal and glass storefront company in Queens is seeking a full time auto cad designer and estimator for immediate start.

Must have experience in metal and glass, take offs for estimating, purchasing materials, and 
Office management of projects in progress.

Please only respond if you have experience in these areas!!!!!!!

This is a full time position Monday through Friday 
Serious inquiries only!!!

Starting at 25 per hour plus benefits!!!
    ",Tbd,full-time
https://newyork.craigslist.org/brk/egr/6157040797.html,steel detailer needed/ steel drafter/ Misc. steel needed,"coney island, brooklyn","
        
Accepting resumes for a experienced steel/ misc metals detailer. You MUST KNOW how to use Tekla Structures and have some knowledge of AISC standards. We do not have time to teach someone how to use Tekla so PLEASE inquire only if you have previous knowledge of Tekla. We need someone that can come into the office everyday. We are located in Brooklyn near coney island. If you cannot commute to Brooklyn every day please do not inquire. Thank you and best of luck!    ",8am-4:30pm Mon-Fri,full-time
https://newyork.craigslist.org/mnh/egr/6156836790.html,Structural Engineer,Midtown,"
        
Part time or freelance Structural Engineer is needed for a small engineering company with at least 3 to 10 years of experience in structural design, calculations, etc. Please send your resume.    ",To be negotiated,employee's choice
https://newyork.craigslist.org/mnh/egr/6157152158.html,Looking to hire Office Administrators and Marketing Specialist,,"
        


Office administrators are to support our highly skilled team of architects, industrial designers, landscape architects, preservationists, graphic designers and digital specialists. 


Must be a highly motivated individual with a positive attitude, strong communication and interpersonal skills. 
Must have office management, reception, writing, office software and organizational experience and skills. 
Must be experienced within a design environment. 
Must be VERY personable
Candidates must have relevant experience.


A Marketing Specialist is to support our Business Development effort. 


Must be a highly motivated individual with strong writing, grammar and interpersonal skills. 
Must have experience working in a friendly, fast paced and creative environment and working knowledge of Adobe Creative Suite, specifically InDesign and Photoshop, Microsoft Word, PowerPoint, and Excel. 
Must have 1 to 3 years of relevant experience within a design environment and the A&E industry. 
Notary Public would be a big plus.


    ",$50k-60k/year,full-time
https://newyork.craigslist.org/mnh/egr/6157195221.html,Interior Designer/Architect for Design Build firm (Financial District),Financial District,"
        

SmartDesign NYC is a full-service design & build company. We pride ourselves in our work and service. We are looking for a designer who does the same. This is a very diverse position, the tasks and responsibility will vary day to day from design, project management, admin to client relations. We have seen extreme growth and are in need of an experienced designer to join the team. We believe in superior service and meticulous quality. We are looking for more than just a great designer, we need someone who wants to be part of a team and be one of the reasons the company continues to grow. 

PLEASE NOTE: THIS POSITION IS NOT FOR SOMEONE WHO IS SIMPLY LOOKING TO COLLECT A PAYCHECK. IF YOU WANT YOUR OPINION HEARD AND BELIEVE YOU ARE AN ASSET TO ANY COMPANY THIS MAY BE THE POSITION FOR YOU.

MUST BE: Passionate, Extremely Organized, Highly Motivated to Succeed with a Positive Outlook on every challenge they take on, even in their personal life. We believe that the character of each employee represents the company. Looking for someone who can anticipate problems or challenges and is proactive and solution focused.

You will be part of creating beautiful designs, construction documents, product research, product purchasing, and ensure customer satisfaction.

Our office is fast paced, friendly and diverse.
 

Requirements:

Able to manage multiple projects from conception to completion.
Team player who also works well independently.
Positive attitude- can't stress this enough!
Already have some established relationships with NYC vendors.
Good Communication Skills
Self-Manageable
Design experience in residential renovations in NYC.

 
RESPONSIBILITIES:
Conceptual renderings and schematic design 
Construction documents
Product Research
Product Purchasing and procurement
Scheduling
Project Management of design and construction phase.
Customer Relations



    ",DOE,full-time
https://newyork.craigslist.org/wch/egr/6157263720.html,FULL/PART-TIME Architectural Intern,"Elmsford, NY","
        
We are a Small Architectural Firm located in Elmsford, NY seeking a motivated and responsible individual who possess a bachelor and/or master degree in Architecture. Our firms primary work is in multi-family residential and commercial spaces. 

Skills & Qualifications:

•	Detail oriented
•	Organized
•	Strong communications skills
•	Able to work independently and meet deadlines
•	Able to take Direction from the Team and work collaboratively

Software Requirements:

•	Required: Proficiency with AutoCAD and MS Office: Word, 
•	Not Required but Preferred: Proficiency with MS Office: Excel, Adobe: Photoshop and/or Illustrator and 3D Computer Rendering 

Application Requirements:

The ideal candidate will be a resident of this area with a vehicle to travel to job sites and work independently . Interested candidates should e-mail a cover letter, work examples and resume. Resumes must include a phone number and the city/town of residence. 

Contact by E-MAIL ONLY at Intern@RJStahlArchitect.com

This is a Summer Position with the potential to grow into a Full-Time position. 


Employer Web Site: www.rjstahlarchitect.com
    ",Salary will be directly related to ability and performance.,full-time
https://newyork.craigslist.org/mnh/egr/6157345888.html,Estimating Assistant - CONSTRUCTION,Midtown West,"
        
Midsize Construction Company seeking an entry level Estimating Assistant for commercial, retail, and residential projects.  This individual will work closely with two chief estimators and from time to time, the project managers.  The candidate must possess the knowledge, experience and confidence to engage and professionally interact with design professionals, consultants, clients, and subcontractors. This position is a training opportunity to become an APM.
Responsibilities are as follows:
-	Working closely under the guidance and direction of the Chief Estimators, learning the estimating workbook and company's bid proposal/summary.
-	Assist in plan and spec analysis in order to provide clear, trackable and coordinated interpretations of the design/drawings for construction.
-	Act as liaison with subs in expediting drawings and related information.
-	Assist in maintaining accurate and up-to-date logs such as RFI, Subcontractor transmittals, etc. and track responses and advise Chief Estimators of the status of RFIs.
-	Assist in maintaining and update shop drawing logs, review shop drawings and submittals.
-	Assist in leveling Subcontractor bids, creating budgets, creating Sub lists, and answering RFIs.
-	Scheduling walk-thrus for potential projects
-	Other administrative duties include scanning, filling, sending and following up on plans.  
Must have excellent communication skills and good knowledge of Excel (w/ Formulas)
This position is a full time position with health and 401K benefits.
Qualifications:
-	Minimum 0-2 years' experience in a related position involving commercial, retail, and residential projects.
-	College or university degree
-	Must have understanding of construction terms, scheduling and planning concepts
-	Proficient in MS Word and Excel( using formulas)
-	Excellent communication, organizational, and interpersonal skills.
Please send resume and salary requirement.
    ",30-35k,full-time
https://newyork.craigslist.org/que/egr/6157484802.html,Technical Draftsman/Woodworker Position,"Long Island City, NY","
        
Responsibilities
Technical Draftsman
-Communicating directly with clients to understand, source, and edit projects to be efficiently and precisely fabricated
-Generating technical drawings for client approval using modeling platforms, such as Rhino and Google Sketch Up
-Generating clear and understandable drawings to be forwarded to shop floor for fabrication process
-Sourcing materials needed for designated projects, budgeting, and project managing
-Overseeing vinyl cutting, assisting in laser cutting when necessary

Woodworker
-Building, testing, and prototyping aspects/details of projects when applicable
-Troubleshooting building process and time management
-Leading test runs and ensuring workability for lighting design projects

Who we are
-A small fabrication studio located in Long Island City, Queens.
-We specialize in the designing and fabricating high end retail, commercial, and residential display work with large clients.
-We work directly with commercial companies, design firms, architects and interior designers, visual merchandisers, galleries, and museums.

Requirements:
-BFA in industrial design, product design, furniture design, architectural design
-Proficiency in computer softwares: All Mac Platforms, Adobe Creative Suite, Rhino, Google Sketch Up
-Shop Skills: Knowledge and proficiency in using basic hand tools, marking/measuring, machinery (including: Table Saw, Mitre/Chop Saw, Joiner/Planer, Routers, etc.) and finishing skills (painting, spraying, etc.) Must be able to comfortably lift at least 40 lbs.
-A Plus: Knowledge and use of laser cutter/Vector Program, Vinyl Cutting, Lighting/Wiring Knowledge-
-Most Importantly: A local designer who is a team worker, quick on their feet, and excited to be working with a small fabrication studio that specializes in high end retail, commercial, and residential display work with large clients.

Contact:
-E-mail with subject line: Temporary Technical Draftsman/Woodworker Position
-Include resume or C/V, link or .pdf of portfolio
-Include examples of at least 3 technical drawings
-A cover letter including availability and preferred rate    ",Compensation negotiable.,part-time
https://newyork.craigslist.org/mnh/egr/6157619022.html,Intermediate Architect / Project Manager,Midtown,"
        
A medium sized and established Manhattan based architectural practice are looking for a Project Manager/Architect with strong communication and technical skills to work on a variety of commercial and education refurbishment projects. You will have between 5 and 10 years' experience working for a reputable design company on some high quality projects at the CD and CA phases.  Registered Architects or those currently sitting for the ARE's preferred and a Bachelor or Masters in Architecture is a must along with working knowledge of AutoCAD.  This is a great time to be joining this growing practice and working on a variety of interesting projects.    ","$65,000 - $85,000",contract
https://newyork.craigslist.org/brk/egr/6157623876.html,Residential Project Designer for Architectural Firm,Park Slope Brooklyn,"
        
Ben Herzog Architect, PC is seeking an entry-level designer / draftsperson for high-end residential remodeling projects in Brooklyn and Manhattan.

The ideal candidate will have some experience in residential design and the desire and ability to learn how to design and draw small projects from start to finish.  We are a small firm where everyone takes part in all tasks: design, drafting, management, office organization, taking out the trash, etc...

The responsibilities of this position include: preparing filing, pricing and construction drawings and documents; preparing specifications and schedules; picking up redlines from project managers; taking meeting notes and following up on required tasks.

Requirements for the job include:

A professional degree  (NCARB interns preferred)
Proficiency with Autocad and MS Office
Excellent communication skills
An eye for detail
See our work at:
www.herzogarch.com

Please respond with your resume and portfolio attached.

Thanks!

    ",Compensation to be based on experience.  Full benefits provided.,full-time
https://newyork.craigslist.org/que/egr/6157663592.html,Project Architect(s),Queens,"
        
Project Architect(s) with minimum Five years experience working on projects in and around NYC. Our office focuses on mixed-use urban development, with multifamily, retail and Hospitality. Successful, 8- person architectural office, conveniently located next to public transportation. Pleasant and flexible work environment.

We are looking for self-starters who can handle some of our small to mid-sized urban projects from end to end. Responsibility for project organization, project schedule and production drawings, day-to-day interaction with consultants and construction personnel plus code review. Experience managing multi million dollar projects without supervision and knowledge of NYC BC & NYC Zoning is highly desirable. Strong design skills and ability to work with Revit/BIM, Rhino and Sketch up, beside traditional Autocad is desirable.

Architectural registration is not required, but professional development in process is preferred(i.e., IDP program in preparation for exam). Please forward your resume, cover letter and a small sample of your work. This is a full time permanent position.

We offer competitive compensation and the opportunity to gain experience in a wide variety of roles and project types. You will have meaningful input in the design phase of all projects. Office atmosphere is informal and relaxed. Flexible hours, pay commensurate with experience. 


    ",Commensurate with Experience,full-time
